account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,latest_sub_id,latest_sub_start,latest_sub_end,current_plan,current_seats,current_mrr,is_trial_current,has_upgraded,has_downgraded,is_currently_active,current_sub_duration_days,total_subscriptions,first_sub_date,avg_mrr,max_mrr,total_mrr_paid,total_upgrades,total_downgrades,churn_count,latest_churn_date,primary_churn_reason,all_churn_feedback,total_tickets,high_priority_tickets,avg_resolution_hours,avg_satisfaction,total_escalations,avg_first_response_mins,total_feature_events,total_feature_uses,total_usage_seconds,total_errors,beta_feature_uses,has_churned,customer_lifetime_days,customer_lifetime_months,cohort_month,ticket_intensity,error_intensity,lifetime_months_rounded,ticket_segment,engagement_level,used_beta
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,S-e9395e,2024-12-20,2024-04-19,Pro,64,3136,False,True,False,True,487,9,2023-09-16,4145.777777777777,12736,37312,2,0,5.0,2024-09-12,support,switched to competitor,3.0,0.0,36.333333333333336,3.0,0.0,62.333333333333336,48,499,136250,28,5,True,395,13.2,2023-08,0.2272727272727273,0.5833333333333334,13,3-5 Tickets,Medium (25-50%),True
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,S-1f8215,2024-12-10,2024-01-28,Pro,15,735,False,False,False,True,497,14,2023-02-15,1152.7857142857142,7761,16139,3,1,1.0,2023-05-03,pricing,,3.0,2.0,36.333333333333336,4.0,1.0,115.0,69,713,208977,38,4,True,93,3.1,2023-01,0.9677419354838709,0.5507246376811594,3,3-5 Tickets,Power User (Top 25%),True
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,S-44046d,2024-11-06,2024-12-13,Basic,36,684,False,False,False,False,37,10,2023-08-31,2068.3,9154,20683,0,1,3.0,2024-09-11,support,missing features | switched to competitor | too expensive,3.0,1.0,15.333333333333334,4.333333333333333,0.0,42.333333333333336,57,587,175629,29,2,True,450,15.0,2023-06,0.2,0.5087719298245614,15,3-5 Tickets,High (50-75%),True
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,S-8486d2,2024-12-28,2024-01-18,Enterprise,30,5970,False,False,False,True,479,15,2023-02-05,1943.6666666666667,8955,29155,0,2,1.0,2024-07-10,budget,missing features,3.0,3.0,28.0,4.0,1.0,93.0,91,922,256811,47,10,True,529,17.6,2023-01,0.17045454545454544,0.5164835164835165,18,3-5 Tickets,Power User (Top 25%),True
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,S-53361d,2024-12-30,,Enterprise,33,0,True,False,False,True,477,10,2024-10-24,1824.9,6567,18249,0,0,0.0,,,,7.0,4.0,40.42857142857143,3.8,0.0,76.0,56,558,167904,31,7,False,548,18.3,2024-10,0.3825136612021858,0.5535714285714286,18,6+ Tickets,High (50-75%),True
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,S-36480d,2024-12-04,,Pro,30,1470,False,False,False,True,503,11,2023-03-26,1508.3636363636363,5174,16592,1,0,0.0,,,,1.0,0.0,72.0,,0.0,111.0,50,516,180823,33,4,False,1155,38.5,2023-02,0.025974025974025976,0.66,38,1-2 Tickets,Medium (25-50%),True
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,S-6e81f5,2024-10-18,,Pro,38,1862,False,False,False,True,550,6,2024-01-18,3208.3333333333335,5174,19250,1,0,2.0,2024-07-27,budget,switched to competitor | missing features,4.0,2.0,32.5,4.0,1.0,103.75,19,176,48112,13,2,True,239,8.0,2023-12,0.5,0.6842105263157895,8,3-5 Tickets,Low (Bottom 25%),True
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,S-21c164,2024-12-31,2024-11-16,Basic,34,646,False,False,False,True,476,16,2024-05-09,914.875,4776,14638,2,0,3.0,2024-12-14,competitor,too expensive | switched to competitor,2.0,1.0,42.0,3.0,0.0,108.0,84,789,241275,42,9,True,282,9.4,2024-03,0.2127659574468085,0.5,9,1-2 Tickets,Power User (Top 25%),True
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,S-aced77,2024-12-20,,Enterprise,93,18507,False,False,False,True,487,8,2024-07-23,10485.75,18507,83886,0,0,0.0,,,,1.0,0.0,13.0,3.0,0.0,128.0,46,475,127926,23,5,False,654,21.8,2024-07,0.04587155963302752,0.5,22,1-2 Tickets,Medium (25-50%),True
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,S-d7d398,2024-12-28,,Enterprise,29,0,True,False,False,True,479,3,2024-11-16,1923.6666666666667,5771,5771,0,0,0.0,,,,6.0,2.0,26.166666666666668,3.6666666666666665,0.0,81.0,20,207,72170,7,3,False,541,18.0,2024-10,0.3333333333333333,0.35,18,6+ Tickets,Low (Bottom 25%),True
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,S-f4e174,2024-12-17,2024-12-06,Basic,39,0,True,False,False,True,490,6,2024-01-22,1282.1666666666667,1960,7693,1,1,4.0,2024-12-14,budget,too expensive | too expensive | too expensive | too expensive,4.0,2.0,31.25,4.0,0.0,60.5,29,300,88383,12,6,True,460,15.3,2023-09,0.26143790849673204,0.41379310344827586,15,3-5 Tickets,Low (Bottom 25%),True
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,S-54df4c,2024-11-18,2024-12-31,Pro,28,1372,False,False,False,True,519,15,2023-11-24,2826.866666666667,5572,42403,0,0,2.0,2024-10-08,competitor,missing features,5.0,2.0,36.2,5.0,0.0,116.2,85,830,258465,54,10,True,402,13.4,2023-09,0.3731343283582089,0.6352941176470588,13,3-5 Tickets,Power User (Top 25%),True
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,S-984423,2024-08-21,2024-08-17,Enterprise,25,4975,False,False,False,True,608,7,2023-10-14,2209.714285714286,4975,15468,0,0,2.0,2024-09-22,budget,too expensive | too expensive,5.0,3.0,32.8,4.333333333333333,0.0,68.4,36,346,81587,19,2,True,407,13.6,2023-08,0.36764705882352944,0.5277777777777778,14,3-5 Tickets,Low (Bottom 25%),True
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,S-1fb7ac,2024-12-14,2024-12-17,Pro,45,2205,False,False,False,False,3,5,2024-10-02,2403.0,8955,12015,0,1,3.0,2024-11-14,budget,switched to competitor | switched to competitor,6.0,2.0,32.5,3.6666666666666665,1.0,68.33333333333333,21,208,59864,11,1,True,63,2.1,2024-09,2.857142857142857,0.5238095238095238,2,6+ Tickets,Low (Bottom 25%),True
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,S-70cc83,2024-12-16,,Pro,47,2303,False,False,False,True,491,11,2023-11-25,1727.8181818181818,9353,19006,1,0,2.0,2024-03-23,competitor,too expensive,4.0,3.0,22.5,5.0,1.0,80.25,57,560,164545,40,3,True,129,4.3,2023-11,0.9302325581395349,0.7017543859649122,4,3-5 Tickets,High (50-75%),True
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,S-814624,2024-12-28,,Enterprise,82,0,True,False,True,True,479,6,2024-11-27,5064.166666666667,11741,30385,0,1,0.0,,,,7.0,5.0,33.0,4.2,0.0,78.0,17,167,43449,16,0,False,513,17.1,2024-11,0.4093567251461988,0.9411764705882353,17,6+ Tickets,Low (Bottom 25%),False
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,S-56ed05,2024-12-24,2024-10-22,Pro,19,0,True,False,True,True,483,13,2024-08-31,2547.846153846154,8955,33122,3,2,2.0,2024-11-03,competitor,too expensive | switched to competitor,3.0,1.0,45.333333333333336,4.5,0.0,102.66666666666667,62,650,179376,37,6,True,66,2.2,2024-08,1.3636363636363635,0.5967741935483871,2,3-5 Tickets,High (50-75%),True
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,S-b152d6,2024-12-25,,Pro,7,343,False,False,False,True,482,10,2024-09-06,1242.2,4378,12422,1,1,2.0,2024-12-19,features,too expensive,4.0,4.0,28.0,5.0,1.0,82.0,55,561,185984,29,9,True,104,3.5,2024-09,1.1428571428571428,0.5272727272727272,4,3-5 Tickets,High (50-75%),True
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,S-f020d4,2024-12-17,,Enterprise,31,6169,False,False,False,True,490,15,2024-01-05,2938.4666666666667,8955,44077,0,2,0.0,,,,6.0,2.0,37.833333333333336,5.0,1.0,67.83333333333333,72,685,206893,45,7,False,851,28.4,2023-12,0.21126760563380284,0.625,28,6+ Tickets,Power User (Top 25%),True
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,S-808efb,2024-11-16,2024-12-29,Enterprise,15,2985,False,False,True,True,521,12,2024-06-15,913.5833333333334,2985,10963,1,2,0.0,,,,3.0,1.0,32.666666666666664,5.0,0.0,88.0,51,543,150431,35,4,False,688,22.9,2024-06,0.13100436681222707,0.6862745098039216,23,3-5 Tickets,High (50-75%),True
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,S-2fd650,2024-12-04,2023-11-27,Enterprise,15,0,True,False,False,True,503,9,2023-06-08,928.1111111111111,3184,8353,1,0,0.0,,,,2.0,2.0,10.0,3.0,0.0,107.0,55,562,160848,30,3,False,1098,36.6,2023-04,0.0546448087431694,0.5454545454545454,37,1-2 Tickets,High (50-75%),True
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,S-fa7c1a,2024-10-21,2024-12-03,Enterprise,12,2388,False,False,False,True,547,11,2023-08-25,1066.3636363636363,6567,11730,2,0,2.0,2024-07-12,competitor,missing features | missing features,2.0,0.0,68.5,3.0,1.0,86.5,64,697,214976,40,2,True,402,13.4,2023-06,0.14925373134328357,0.625,13,1-2 Tickets,Power User (Top 25%),True
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,S-697d16,2024-12-31,2024-08-10,Enterprise,19,0,True,False,False,True,476,9,2023-12-10,1565.2222222222222,6965,14087,2,1,0.0,,,,6.0,3.0,41.0,4.333333333333333,0.0,86.5,46,434,134963,28,4,False,930,31.0,2023-10,0.1935483870967742,0.6086956521739131,31,6+ Tickets,Medium (25-50%),True
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,S-1c7a41,2024-12-20,2024-10-11,Basic,24,456,False,False,False,True,487,12,2024-04-25,2522.0,11741,30264,0,1,2.0,2024-12-01,features,missing features,5.0,2.0,39.2,4.0,0.0,61.4,57,544,168051,25,6,True,224,7.5,2024-04,0.6666666666666666,0.43859649122807015,8,3-5 Tickets,High (50-75%),True
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,S-d322a2,2024-08-01,,Basic,24,456,False,False,False,True,628,5,2024-03-30,1517.2,4776,7586,0,1,2.0,2024-10-18,competitor,too expensive | too expensive,3.0,3.0,44.666666666666664,4.333333333333333,0.0,63.0,24,268,84855,4,1,True,326,10.9,2023-11,0.27522935779816515,0.16666666666666666,11,3-5 Tickets,Low (Bottom 25%),True
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,S-b8c3e6,2024-12-13,2024-12-28,Enterprise,86,0,True,False,False,True,494,7,2024-06-01,3747.1428571428573,17114,26230,0,0,1.0,2024-08-30,unknown,missing features,1.0,1.0,47.0,4.0,0.0,48.0,20,203,77446,10,1,True,146,4.9,2024-04,0.2040816326530612,0.5,5,1-2 Tickets,Low (Bottom 25%),True
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,S-75e469,2024-12-28,,Pro,33,1617,False,False,False,True,479,8,2024-11-17,2802.875,9751,22423,1,1,1.0,2024-12-06,unknown,,5.0,3.0,24.2,4.2,0.0,88.8,42,421,123802,11,7,True,21,0.7,2024-11,7.142857142857143,0.2619047619047619,1,3-5 Tickets,Medium (25-50%),True
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,S-779baa,2024-10-30,,Basic,30,0,True,False,False,True,538,7,2023-08-08,2318.4285714285716,6766,16229,0,0,2.0,2024-12-12,pricing,,1.0,0.0,64.0,,0.0,136.0,32,300,90218,15,3,True,525,17.5,2023-07,0.05714285714285714,0.46875,18,1-2 Tickets,Low (Bottom 25%),True
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,S-3947da,2024-09-12,,Enterprise,30,5970,False,True,False,True,586,8,2023-10-24,2869.875,5970,22959,2,0,4.0,2024-12-12,pricing,missing features | too expensive,5.0,2.0,22.2,3.6666666666666665,1.0,94.0,32,312,107852,14,5,True,425,14.2,2023-10,0.35211267605633806,0.4375,14,3-5 Tickets,Low (Bottom 25%),True
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,S-1cefc9,2024-12-16,,Pro,48,2352,False,False,False,True,491,12,2023-02-05,2559.9166666666665,9353,30719,1,0,1.0,2024-06-04,support,too expensive,3.0,1.0,46.333333333333336,4.333333333333333,0.0,67.0,56,560,173183,23,10,True,510,17.0,2023-01,0.17647058823529413,0.4107142857142857,17,3-5 Tickets,High (50-75%),True
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,S-83ee75,2024-12-27,2024-05-18,Pro,26,1274,False,True,False,True,480,6,2024-03-09,299.3333333333333,1274,1796,1,0,2.0,2024-11-18,features,switched to competitor,3.0,2.0,18.333333333333332,,0.0,85.33333333333333,20,171,54271,5,2,True,271,9.0,2024-02,0.3333333333333333,0.25,9,3-5 Tickets,Low (Bottom 25%),True
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,S-778c7e,2024-12-19,,Enterprise,2,398,False,True,False,True,488,10,2024-05-24,1849.2,12736,18492,1,2,0.0,,,,2.0,1.0,38.5,4.0,1.0,98.0,47,510,152826,22,7,False,719,24.0,2024-05,0.08333333333333333,0.46808510638297873,24,1-2 Tickets,Medium (25-50%),True
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,S-2f0291,2024-11-24,,Enterprise,27,5373,False,False,False,True,513,13,2024-01-10,2183.0,7562,28379,1,3,1.0,2024-03-17,budget,,6.0,1.0,31.5,4.0,0.0,71.0,60,642,213554,32,8,True,140,4.7,2023-10,1.276595744680851,0.5333333333333333,5,6+ Tickets,High (50-75%),True
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,S-fcd231,2024-12-31,2024-12-13,Enterprise,63,0,True,False,False,True,476,15,2024-11-10,746.4666666666667,2587,11197,2,0,3.0,2024-12-23,pricing,missing features | missing features,6.0,2.0,37.333333333333336,4.4,0.0,79.16666666666667,70,696,214681,31,6,True,43,1.4,2024-11,4.285714285714286,0.44285714285714284,1,6+ Tickets,Power User (Top 25%),True
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,S-7003c5,2024-12-30,,Basic,5,95,False,False,False,True,477,3,2024-06-27,701.3333333333334,1764,2104,0,0,2.0,2024-12-25,competitor,too expensive,6.0,2.0,30.166666666666668,3.6666666666666665,0.0,86.16666666666667,20,210,63673,15,1,True,372,12.4,2023-12,0.48387096774193544,0.75,12,6+ Tickets,Low (Bottom 25%),True
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,S-4291f7,2024-11-19,2024-10-06,Enterprise,70,13930,False,True,False,True,518,9,2024-01-08,7334.444444444444,13930,66010,2,1,1.0,2024-03-02,support,missing features,4.0,2.0,37.25,3.0,1.0,88.25,51,507,162673,28,8,True,66,2.2,2023-12,1.8181818181818181,0.5490196078431373,2,3-5 Tickets,High (50-75%),True
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,S-e66253,2024-11-19,,Enterprise,15,2985,False,False,False,True,518,12,2023-06-27,3153.9166666666665,13930,37847,3,2,0.0,,,,1.0,0.0,17.0,4.0,1.0,132.0,59,604,212655,43,5,False,1083,36.1,2023-05,0.027700831024930747,0.7288135593220338,36,1-2 Tickets,High (50-75%),True
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,S-5a1d20,2024-12-08,,Pro,16,784,False,False,False,True,499,11,2023-09-10,2166.6363636363635,7164,23833,1,0,0.0,,,,7.0,3.0,31.714285714285715,3.6666666666666665,0.0,69.85714285714286,56,561,173241,33,6,False,1017,33.9,2023-07,0.20648967551622419,0.5892857142857143,34,6+ Tickets,High (50-75%),True
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,S-55d53c,2024-12-08,2024-12-06,Basic,19,361,False,False,False,True,499,11,2024-09-16,683.0,1617,7513,1,0,0.0,,,,2.0,0.0,41.0,3.5,0.0,72.0,66,654,207283,46,6,False,603,20.1,2024-08,0.09950248756218905,0.696969696969697,20,1-2 Tickets,Power User (Top 25%),True
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,S-7f5316,2024-10-17,,Basic,19,0,True,False,False,True,551,6,2023-11-02,1053.5,1764,6321,1,0,0.0,,,,5.0,0.0,36.0,,1.0,79.4,23,230,63418,24,4,False,903,30.1,2023-10,0.16611295681063123,1.0434782608695652,30,3-5 Tickets,Low (Bottom 25%),True
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,S-8707e7,2024-12-31,2024-12-29,Basic,14,266,False,False,False,True,476,11,2024-12-26,879.0,2587,9669,0,0,0.0,,,,7.0,5.0,38.0,4.5,0.0,83.42857142857143,47,440,121725,43,5,False,481,16.0,2024-12,0.4375,0.9148936170212766,16,6+ Tickets,Medium (25-50%),True
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,S-6f488b,2024-12-29,2024-12-29,Basic,44,836,False,False,False,False,0,12,2024-07-22,3734.5833333333335,9552,44815,1,0,0.0,,,,4.0,2.0,37.5,3.75,0.0,116.5,50,481,170101,31,4,False,640,21.3,2024-07,0.18779342723004694,0.62,21,3-5 Tickets,Medium (25-50%),True
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,S-003647,2024-12-23,2024-08-09,Enterprise,9,1791,False,False,False,True,484,10,2024-06-01,1256.9,2786,12569,0,0,0.0,,,,2.0,1.0,41.0,4.5,0.0,152.0,49,446,140849,27,4,False,704,23.5,2024-05,0.0851063829787234,0.5510204081632653,24,1-2 Tickets,Medium (25-50%),True
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,S-4f0027,2024-12-31,2024-12-31,Enterprise,19,3781,False,False,False,False,0,9,2024-05-29,3097.0,16517,27873,2,0,0.0,,,,2.0,0.0,50.0,,0.0,82.5,41,393,133848,12,4,False,726,24.2,2024-04,0.08264462809917356,0.2926829268292683,24,1-2 Tickets,Medium (25-50%),True
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,S-e9257d,2024-12-31,2024-11-02,Pro,73,3577,False,True,False,True,476,15,2023-09-23,8886.533333333333,14527,133298,3,0,1.0,2024-08-07,competitor,,4.0,3.0,43.25,4.5,0.0,92.5,86,869,251284,54,6,True,326,10.9,2023-09,0.36697247706422015,0.627906976744186,11,3-5 Tickets,Power User (Top 25%),True
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,S-738d4a,2024-12-06,,Pro,15,735,False,False,False,True,501,13,2024-06-27,3131.769230769231,11940,40713,3,0,1.0,2024-07-16,pricing,missing features,1.0,0.0,49.0,,0.0,77.0,62,620,194799,41,4,True,59,2.0,2024-05,0.5,0.6612903225806451,2,1-2 Tickets,High (50-75%),True
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,S-38ac0c,2024-07-05,,Enterprise,31,6169,False,False,False,True,655,7,2023-08-07,1510.7142857142858,6169,10575,0,0,1.0,2024-09-09,budget,switched to competitor,0.0,0.0,,,0.0,,38,347,94200,31,1,True,465,15.5,2023-06,0.0,0.8157894736842105,16,No Tickets,Low (Bottom 25%),True
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,S-b83d8d,2024-12-11,2024-08-03,Enterprise,34,6766,False,False,False,True,496,10,2023-07-21,3604.1,12139,36041,2,0,1.0,2024-12-07,features,,9.0,4.0,40.888888888888886,3.5,0.0,71.44444444444444,63,628,202329,36,6,True,585,19.5,2023-05,0.46153846153846156,0.5714285714285714,20,6+ Tickets,Power User (Top 25%),True
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,S-c1f8e1,2024-12-26,,Pro,19,931,False,True,False,True,481,10,2024-09-26,1516.1,5373,15161,4,1,1.0,2024-10-09,pricing,too expensive,8.0,1.0,30.75,3.0,0.0,73.375,54,519,157792,30,7,True,14,0.5,2024-09,16.0,0.5555555555555556,0,6+ Tickets,High (50-75%),True
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,S-0896bc,2024-12-16,,Enterprise,40,7960,False,False,False,True,491,10,2024-04-07,5168.0,7960,51680,0,0,3.0,2024-08-11,competitor,switched to competitor | too expensive | missing features,3.0,2.0,20.666666666666668,5.0,0.0,116.33333333333333,43,413,109079,25,3,True,135,4.5,2024-03,0.6666666666666666,0.5813953488372093,4,3-5 Tickets,Medium (25-50%),True
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,S-2126cd,2024-12-29,2024-09-28,Pro,9,441,False,False,False,True,478,11,2024-08-05,1571.7272727272727,9154,17289,0,3,2.0,2024-11-13,competitor,switched to competitor | missing features,3.0,2.0,17.0,4.0,0.0,69.0,61,624,191651,49,5,True,100,3.3,2024-08,0.9090909090909092,0.8032786885245902,3,3-5 Tickets,High (50-75%),True
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,S-222167,2024-12-29,2024-12-31,Basic,41,779,False,False,False,False,2,10,2024-10-20,2390.5,10945,23905,1,1,2.0,2024-12-20,pricing,missing features | switched to competitor,5.0,5.0,40.0,3.2,0.0,75.6,50,518,152228,36,7,True,79,2.6,2024-10,1.923076923076923,0.72,3,3-5 Tickets,Medium (25-50%),True
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,S-33db08,2024-12-30,,Basic,70,1330,False,False,False,True,477,12,2023-09-18,5769.166666666667,13930,69230,0,0,1.0,2023-12-23,support,missing features,5.0,3.0,49.2,5.0,0.0,84.0,59,600,202100,42,5,True,111,3.7,2023-09,1.3513513513513513,0.711864406779661,4,3-5 Tickets,High (50-75%),True
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,S-28e360,2024-11-20,2024-11-11,Enterprise,28,5572,False,False,False,True,517,6,2024-03-07,2451.3333333333335,5572,14708,0,0,2.0,2024-07-29,support,missing features,4.0,2.0,34.0,5.0,0.0,98.5,20,215,79605,18,2,True,157,5.2,2024-02,0.7692307692307692,0.9,5,3-5 Tickets,Low (Bottom 25%),True
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,S-d7497b,2024-11-07,2024-05-01,Basic,13,247,False,False,False,True,530,11,2023-02-23,1930.6363636363637,8159,21237,1,1,1.0,2023-03-11,unknown,,6.0,3.0,47.833333333333336,4.25,1.0,87.5,55,530,135061,37,5,True,36,1.2,2023-02,5.0,0.6727272727272727,1,6+ Tickets,High (50-75%),True
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,S-e98121,2024-12-15,2024-12-26,Enterprise,163,32437,False,False,False,True,492,7,2024-05-15,7800.714285714285,32437,54605,1,0,2.0,2024-08-26,pricing,switched to competitor,4.0,1.0,37.5,3.0,0.0,105.5,29,271,81944,25,4,True,139,4.6,2024-04,0.8695652173913044,0.8620689655172413,5,3-5 Tickets,Low (Bottom 25%),True
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,S-1bd2ec,2024-12-25,2024-12-28,Basic,38,722,False,False,False,False,3,15,2024-09-17,3387.8,11542,50817,0,2,0.0,,,,2.0,2.0,70.5,,0.0,106.5,62,629,158587,24,5,False,603,20.1,2024-08,0.09950248756218905,0.3870967741935484,20,1-2 Tickets,High (50-75%),True
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,S-866608,2024-12-23,,Pro,23,1127,False,False,False,True,484,7,2024-11-01,921.2857142857143,2401,6449,0,0,0.0,,,,1.0,1.0,56.0,,0.0,12.0,43,446,130195,19,8,False,543,18.1,2024-10,0.055248618784530384,0.4418604651162791,18,1-2 Tickets,Medium (25-50%),True
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,S-3ad334,2024-11-23,2024-05-15,Enterprise,61,12139,False,False,False,True,514,12,2023-06-02,3654.9166666666665,12139,43859,0,0,2.0,2024-12-04,budget,switched to competitor,5.0,3.0,27.6,4.333333333333333,0.0,126.0,49,453,124458,29,3,True,642,21.4,2023-03,0.23364485981308414,0.5918367346938775,21,3-5 Tickets,Medium (25-50%),True
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,S-ad31b0,2024-12-29,2024-12-24,Pro,22,1078,False,False,False,True,478,4,2024-09-18,583.0,1078,2332,0,0,0.0,,,,1.0,1.0,2.0,3.0,0.0,2.0,16,171,44864,17,3,False,624,20.8,2024-08,0.04807692307692307,1.0625,21,1-2 Tickets,Low (Bottom 25%),True
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,S-cdfe99,2024-11-26,,Pro,6,294,False,False,False,True,511,7,2024-01-30,284.14285714285717,784,1989,0,0,1.0,2024-11-04,budget,too expensive,5.0,2.0,50.4,3.75,0.0,105.2,33,357,124753,18,7,True,362,12.1,2023-11,0.4132231404958678,0.5454545454545454,12,3-5 Tickets,Low (Bottom 25%),True
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,S-ccc0fe,2024-11-28,,Basic,29,551,False,False,False,True,509,7,2024-06-09,2827.1428571428573,10945,19790,1,0,3.0,2024-09-21,competitor,missing features,3.0,1.0,42.0,5.0,0.0,81.0,42,432,142787,26,2,True,124,4.1,2024-05,0.7317073170731708,0.6190476190476191,4,3-5 Tickets,Medium (25-50%),True
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,S-791c64,2024-11-07,2024-08-04,Pro,16,0,True,False,False,True,530,16,2024-03-11,2161.8125,10348,34589,3,1,1.0,2024-07-11,budget,switched to competitor,4.0,1.0,41.0,4.0,0.0,72.5,72,749,222610,48,5,True,227,7.6,2023-11,0.5263157894736842,0.6666666666666666,8,3-5 Tickets,Power User (Top 25%),True
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,S-e1444a,2024-12-30,2024-12-16,Basic,21,0,True,False,False,True,477,8,2024-11-26,1128.375,3582,9027,1,0,0.0,,,,9.0,4.0,28.444444444444443,4.5,0.0,66.11111111111111,44,478,150601,16,7,False,516,17.2,2024-11,0.5232558139534884,0.36363636363636365,17,6+ Tickets,Medium (25-50%),True
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,S-9b12da,2024-12-13,2024-12-21,Pro,28,1372,False,False,False,False,8,6,2024-04-24,1423.3333333333333,5572,8540,1,0,2.0,2024-06-14,competitor,switched to competitor | switched to competitor,4.0,1.0,26.0,3.0,0.0,98.25,26,285,91776,15,1,True,255,8.5,2023-10,0.47058823529411764,0.5769230769230769,8,3-5 Tickets,Low (Bottom 25%),True
